lei,figi,ticker,mic_code,exchange,permid,company_name,country,sector,industry,year_of_disclosure,reporting_period,metric,level,type,scope,emissions_categories,value,unit,method,incomplete_boundaries,source_names,company_id,traceability_source_url,document_id
INR2EJN1ERAN0W5ZP974,BBG000BPHFS9,MSFT,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),4295907168,Microsoft Corp,United States,Technology,Software - Infrastructure,2022,2022,Categories of Scope 3,Categories,Absolute,"[""Scope 3""]","[""Scope 3 - Downstream Leased Assets (Cat. 13)""]",7799.0652,Metric Tonnes of CO2 equivalent (mtCO2e),Not Specified,Not Specified,"[""Sustainability Report 2022""]",e569e893-5513-4648-9188-213be5e20c12,https://tracenable.com/source-trace?data-request-id-hash=dPmYfzvicU4v&project=ghg-emissions,a7e3753e-aab9-462b-b97a-c824deae7216
INR2EJN1ERAN0W5ZP974,BBG000BPHFS9,MSFT,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),4295907168,Microsoft Corp,United States,Technology,Software - Infrastructure,2022,2022,Categories of Scope 3,Categories,Absolute,"[""Scope 3""]","[""Scope 3 - Waste Generated in Operations (Cat. 5)""]",7799.0652,Metric Tonnes of CO2 equivalent (mtCO2e),Not Specified,Not Specified,"[""Sustainability Report 2022""]",e569e893-5513-4648-9188-213be5e20c12,https://tracenable.com/source-trace?data-request-id-hash=dPmYfzvicU4v&project=ghg-emissions,a7e3753e-aab9-462b-b97a-c824deae7216
INR2EJN1ERAN0W5ZP974,BBG000BPHFS9,MSFT,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),4295907168,Microsoft Corp,United States,Technology,Software - Infrastructure,2022,2022,Categories of Scope 3,Categories,Absolute,"[""Scope 3""]","[""Scope 3 - Upstream Transportation and Distribution (Cat. 4)""]",240471.177,Metric Tonnes of CO2 equivalent (mtCO2e),Not Specified,Not Specified,"[""Sustainability Report 2022""]",e569e893-5513-4648-9188-213be5e20c12,https://tracenable.com/source-trace?data-request-id-hash=dPmYfzvicU4v&project=ghg-emissions,a7e3753e-aab9-462b-b97a-c824deae7216
INR2EJN1ERAN0W5ZP974,BBG000BPHFS9,MSFT,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),4295907168,Microsoft Corp,United States,Technology,Software - Infrastructure,2025,2023,Total Scope 1,Total,Absolute,"[""Scope 1""]",Not Applicable,144960,Metric Tonnes of CO2 equivalent (mtCO2e),Not Applicable,Not Specified,"[""Sustainability Data 2025""]",e569e893-5513-4648-9188-213be5e20c12,https://tracenable.com/source-trace?data-request-id-hash=1z7LXHlnijV9&project=ghg-emissions,383dc770-c033-4c15-9d8e-12cb110908f4
INR2EJN1ERAN0W5ZP974,BBG000BPHFS9,MSFT,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),4295907168,Microsoft Corp,United States,Technology,Software - Infrastructure,2025,2023,Total Scope 2,Total,Absolute,"[""Scope 2""]",Not Applicable,8077403,Metric Tonnes of CO2 equivalent (mtCO2e),Location-based,Not Specified,"[""Sustainability Data 2025""]",e569e893-5513-4648-9188-213be5e20c12,https://tracenable.com/source-trace?data-request-id-hash=0G-XNKGGztCQ&project=ghg-emissions,383dc770-c033-4c15-9d8e-12cb110908f4
INR2EJN1ERAN0W5ZP974,BBG000BPHFS9,MSFT,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),4295907168,Microsoft Corp,United States,Technology,Software - Infrastructure,2025,2023,Total Scope 2,Total,Absolute,"[""Scope 2""]",Not Applicable,393134,Metric Tonnes of CO2 equivalent (mtCO2e),Market-based,Not Specified,"[""Sustainability Data 2025""]",e569e893-5513-4648-9188-213be5e20c12,https://tracenable.com/source-trace?data-request-id-hash=0G-XNKGGztCQ&project=ghg-emissions,383dc770-c033-4c15-9d8e-12cb110908f4
INR2EJN1ERAN0W5ZP974,BBG000BPHFS9,MSFT,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),4295907168,Microsoft Corp,United States,Technology,Software - Infrastructure,2025,2023,Total Scope 3,Total,Absolute,"[""Scope 3""]",Not Applicable,16397000,Metric Tonnes of CO2 equivalent (mtCO2e),Not Specified,Not Specified,"[""Sustainability Data 2025""]",e569e893-5513-4648-9188-213be5e20c12,https://tracenable.com/source-trace?data-request-id-hash=7FXePaikOJgC&project=ghg-emissions,383dc770-c033-4c15-9d8e-12cb110908f4
INR2EJN1ERAN0W5ZP974,BBG000BPHFS9,MSFT,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),4295907168,Microsoft Corp,United States,Technology,Software - Infrastructure,2025,2023,Categories of Scope 3,Categories,Absolute,"[""Scope 3""]","[""Scope 3 - Downstream Transportation and Distribution (Cat. 9)""]",69000,Metric Tonnes of CO2 equivalent (mtCO2e),Not Specified,Not Specified,"[""Sustainability Data 2025""]",e569e893-5513-4648-9188-213be5e20c12,https://tracenable.com/source-trace?data-request-id-hash=47HM8barvc94&project=ghg-emissions,383dc770-c033-4c15-9d8e-12cb110908f4
INR2EJN1ERAN0W5ZP974,BBG000BPHFS9,MSFT,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),4295907168,Microsoft Corp,United States,Technology,Software - Infrastructure,2025,2023,Categories of Scope 3,Categories,Absolute,"[""Scope 3""]","[""Scope 3 - Purchased Goods and Services (Cat. 1)""]",5564000,Metric Tonnes of CO2 equivalent (mtCO2e),Not Specified,Not Specified,"[""Sustainability Data 2025""]",e569e893-5513-4648-9188-213be5e20c12,https://tracenable.com/source-trace?data-request-id-hash=47HM8barvc94&project=ghg-emissions,383dc770-c033-4c15-9d8e-12cb110908f4
INR2EJN1ERAN0W5ZP974,BBG000BPHFS9,MSFT,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),4295907168,Microsoft Corp,United States,Technology,Software - Infrastructure,2025,2023,Categories of Scope 3,Categories,Absolute,"[""Scope 3""]","[""Scope 3 - Use of Sold Products (Cat. 11)""]",3941000,Metric Tonnes of CO2 equivalent (mtCO2e),Not Specified,Not Specified,"[""Sustainability Data 2025""]",e569e893-5513-4648-9188-213be5e20c12,https://tracenable.com/source-trace?data-request-id-hash=47HM8barvc94&project=ghg-emissions,383dc770-c033-4c15-9d8e-12cb110908f4
INR2EJN1ERAN0W5ZP974,BBG000BPHFS9,MSFT,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),4295907168,Microsoft Corp,United States,Technology,Software - Infrastructure,2025,2023,Categories of Scope 3,Categories,Absolute,"[""Scope 3""]","[""Scope 3 - Employee Commuting (Cat. 7)""]",187000,Metric Tonnes of CO2 equivalent (mtCO2e),Not Specified,Not Specified,"[""Sustainability Data 2025""]",e569e893-5513-4648-9188-213be5e20c12,https://tracenable.com/source-trace?data-request-id-hash=47HM8barvc94&project=ghg-emissions,383dc770-c033-4c15-9d8e-12cb110908f4
INR2EJN1ERAN0W5ZP974,BBG000BPHFS9,MSFT,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),4295907168,Microsoft Corp,United States,Technology,Software - Infrastructure,2025,2023,Categories of Scope 3,Categories,Absolute,"[""Scope 3""]","[""Scope 3 - Business Travel (Cat. 6)""]",133000,Metric Tonnes of CO2 equivalent (mtCO2e),Not Specified,Not Specified,"[""Sustainability Data 2025""]",e569e893-5513-4648-9188-213be5e20c12,https://tracenable.com/source-trace?data-request-id-hash=47HM8barvc94&project=ghg-emissions,383dc770-c033-4c15-9d8e-12cb110908f4
INR2EJN1ERAN0W5ZP974,BBG000BPHFS9,MSFT,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),4295907168,Microsoft Corp,United States,Technology,Software - Infrastructure,2025,2023,Categories of Scope 3,Categories,Absolute,"[""Scope 3""]","[""Scope 3 - End-of-Life Treatment of Sold Products (Cat. 12)""]",4000,Metric Tonnes of CO2 equivalent (mtCO2e),Not Specified,Not Specified,"[""Sustainability Data 2025""]",e569e893-5513-4648-9188-213be5e20c12,https://tracenable.com/source-trace?data-request-id-hash=47HM8barvc94&project=ghg-emissions,383dc770-c033-4c15-9d8e-12cb110908f4
INR2EJN1ERAN0W5ZP974,BBG000BPHFS9,MSFT,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),4295907168,Microsoft Corp,United States,Technology,Software - Infrastructure,2025,2023,Categories of Scope 3,Categories,Absolute,"[""Scope 3""]","[""Scope 3 - Fuel- and Energy-Related Services (Cat. 3)""]",521000,Metric Tonnes of CO2 equivalent (mtCO2e),Not Specified,Not Specified,"[""Sustainability Data 2025""]",e569e893-5513-4648-9188-213be5e20c12,https://tracenable.com/source-trace?data-request-id-hash=47HM8barvc94&project=ghg-emissions,383dc770-c033-4c15-9d8e-12cb110908f4
INR2EJN1ERAN0W5ZP974,BBG000BPHFS9,MSFT,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),4295907168,Microsoft Corp,United States,Technology,Software - Infrastructure,2025,2023,Categories of Scope 3,Categories,Absolute,"[""Scope 3""]","[""Scope 3 - Waste Generated in Operations (Cat. 5)""]",8000,Metric Tonnes of CO2 equivalent (mtCO2e),Not Specified,Not Specified,"[""Sustainability Data 2025""]",e569e893-5513-4648-9188-213be5e20c12,https://tracenable.com/source-trace?data-request-id-hash=47HM8barvc94&project=ghg-emissions,383dc770-c033-4c15-9d8e-12cb110908f4
INR2EJN1ERAN0W5ZP974,BBG000BPHFS9,MSFT,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),4295907168,Microsoft Corp,United States,Technology,Software - Infrastructure,2025,2023,Categories of Scope 3,Categories,Absolute,"[""Scope 3""]","[""Scope 3 - Capital Goods (Cat. 2)""]",5645000,Metric Tonnes of CO2 equivalent (mtCO2e),Not Specified,Not Specified,"[""Sustainability Data 2025""]",e569e893-5513-4648-9188-213be5e20c12,https://tracenable.com/source-trace?data-request-id-hash=47HM8barvc94&project=ghg-emissions,383dc770-c033-4c15-9d8e-12cb110908f4
INR2EJN1ERAN0W5ZP974,BBG000BPHFS9,MSFT,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),4295907168,Microsoft Corp,United States,Technology,Software - Infrastructure,2025,2023,Categories of Scope 3,Categories,Absolute,"[""Scope 3""]","[""Scope 3 - Upstream Transportation and Distribution (Cat. 4)""]",318000,Metric Tonnes of CO2 equivalent (mtCO2e),Not Specified,Not Specified,"[""Sustainability Data 2025""]",e569e893-5513-4648-9188-213be5e20c12,https://tracenable.com/source-trace?data-request-id-hash=47HM8barvc94&project=ghg-emissions,383dc770-c033-4c15-9d8e-12cb110908f4
INR2EJN1ERAN0W5ZP974,BBG000BPHFS9,MSFT,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),4295907168,Microsoft Corp,United States,Technology,Software - Infrastructure,2025,2023,Categories of Scope 3,Categories,Absolute,"[""Scope 3""]","[""Scope 3 - Downstream Leased Assets (Cat. 13)""]",7000,Metric Tonnes of CO2 equivalent (mtCO2e),Not Specified,Not Specified,"[""Sustainability Data 2025""]",e569e893-5513-4648-9188-213be5e20c12,https://tracenable.com/source-trace?data-request-id-hash=47HM8barvc94&project=ghg-emissions,383dc770-c033-4c15-9d8e-12cb110908f4
INR2EJN1ERAN0W5ZP974,BBG000BPHFS9,MSFT,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),4295907168,Microsoft Corp,United States,Technology,Software - Infrastructure,2025,2024,Total Scope 1,Total,Absolute,"[""Scope 1""]",Not Applicable,143510,Metric Tonnes of CO2 equivalent (mtCO2e),Not Applicable,Not Specified,"[""Sustainability Data 2025""]",e569e893-5513-4648-9188-213be5e20c12,https://tracenable.com/source-trace?data-request-id-hash=cgTkR0zeSnbz&project=ghg-emissions,383dc770-c033-4c15-9d8e-12cb110908f4
INR2EJN1ERAN0W5ZP974,BBG000BPHFS9,MSFT,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),4295907168,Microsoft Corp,United States,Technology,Software - Infrastructure,2025,2024,Total Scope 2,Total,Absolute,"[""Scope 2""]",Not Applicable,9955368,Metric Tonnes of CO2 equivalent (mtCO2e),Location-based,Not Specified,"[""Sustainability Data 2025""]",e569e893-5513-4648-9188-213be5e20c12,https://tracenable.com/source-trace?data-request-id-hash=K6TVVqife43T&project=ghg-emissions,383dc770-c033-4c15-9d8e-12cb110908f4
INR2EJN1ERAN0W5ZP974,BBG000BPHFS9,MSFT,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),4295907168,Microsoft Corp,United States,Technology,Software - Infrastructure,2025,2024,Total Scope 2,Total,Absolute,"[""Scope 2""]",Not Applicable,259090,Metric Tonnes of CO2 equivalent (mtCO2e),Market-based,Not Specified,"[""Sustainability Data 2025""]",e569e893-5513-4648-9188-213be5e20c12,https://tracenable.com/source-trace?data-request-id-hash=K6TVVqife43T&project=ghg-emissions,383dc770-c033-4c15-9d8e-12cb110908f4
INR2EJN1ERAN0W5ZP974,BBG000BPHFS9,MSFT,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),4295907168,Microsoft Corp,United States,Technology,Software - Infrastructure,2025,2024,Total Scope 3,Total,Absolute,"[""Scope 3""]",Not Applicable,15140000,Metric Tonnes of CO2 equivalent (mtCO2e),Not Specified,Not Specified,"[""Sustainability Data 2025""]",e569e893-5513-4648-9188-213be5e20c12,https://tracenable.com/source-trace?data-request-id-hash=MUPRDMTdLDKj&project=ghg-emissions,383dc770-c033-4c15-9d8e-12cb110908f4
INR2EJN1ERAN0W5ZP974,BBG000BPHFS9,MSFT,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),4295907168,Microsoft Corp,United States,Technology,Software - Infrastructure,2025,2024,Categories of Scope 3,Categories,Absolute,"[""Scope 3""]","[""Scope 3 - Fuel- and Energy-Related Services (Cat. 3)""]",653000,Metric Tonnes of CO2 equivalent (mtCO2e),Not Specified,Not Specified,"[""Sustainability Data 2025""]",e569e893-5513-4648-9188-213be5e20c12,https://tracenable.com/source-trace?data-request-id-hash=paoAS2o7NbC-&project=ghg-emissions,383dc770-c033-4c15-9d8e-12cb110908f4
INR2EJN1ERAN0W5ZP974,BBG000BPHFS9,MSFT,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),4295907168,Microsoft Corp,United States,Technology,Software - Infrastructure,2025,2024,Categories of Scope 3,Categories,Absolute,"[""Scope 3""]","[""Scope 3 - Use of Sold Products (Cat. 11)""]",2417000,Metric Tonnes of CO2 equivalent (mtCO2e),Not Specified,Not Specified,"[""Sustainability Data 2025""]",e569e893-5513-4648-9188-213be5e20c12,https://tracenable.com/source-trace?data-request-id-hash=paoAS2o7NbC-&project=ghg-emissions,383dc770-c033-4c15-9d8e-12cb110908f4
INR2EJN1ERAN0W5ZP974,BBG000BPHFS9,MSFT,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),4295907168,Microsoft Corp,United States,Technology,Software - Infrastructure,2025,2024,Categories of Scope 3,Categories,Absolute,"[""Scope 3""]","[""Scope 3 - Employee Commuting (Cat. 7)""]",208000,Metric Tonnes of CO2 equivalent (mtCO2e),Not Specified,Not Specified,"[""Sustainability Data 2025""]",e569e893-5513-4648-9188-213be5e20c12,https://tracenable.com/source-trace?data-request-id-hash=paoAS2o7NbC-&project=ghg-emissions,383dc770-c033-4c15-9d8e-12cb110908f4
INR2EJN1ERAN0W5ZP974,BBG000BPHFS9,MSFT,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),4295907168,Microsoft Corp,United States,Technology,Software - Infrastructure,2025,2024,Categories of Scope 3,Categories,Absolute,"[""Scope 3""]","[""Scope 3 - Waste Generated in Operations (Cat. 5)""]",8000,Metric Tonnes of CO2 equivalent (mtCO2e),Not Specified,Not Specified,"[""Sustainability Data 2025""]",e569e893-5513-4648-9188-213be5e20c12,https://tracenable.com/source-trace?data-request-id-hash=paoAS2o7NbC-&project=ghg-emissions,383dc770-c033-4c15-9d8e-12cb110908f4
INR2EJN1ERAN0W5ZP974,BBG000BPHFS9,MSFT,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),4295907168,Microsoft Corp,United States,Technology,Software - Infrastructure,2025,2024,Categories of Scope 3,Categories,Absolute,"[""Scope 3""]","[""Scope 3 - Downstream Transportation and Distribution (Cat. 9)""]",43000,Metric Tonnes of CO2 equivalent (mtCO2e),Not Specified,Not Specified,"[""Sustainability Data 2025""]",e569e893-5513-4648-9188-213be5e20c12,https://tracenable.com/source-trace?data-request-id-hash=paoAS2o7NbC-&project=ghg-emissions,383dc770-c033-4c15-9d8e-12cb110908f4
INR2EJN1ERAN0W5ZP974,BBG000BPHFS9,MSFT,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),4295907168,Microsoft Corp,United States,Technology,Software - Infrastructure,2025,2024,Categories of Scope 3,Categories,Absolute,"[""Scope 3""]","[""Scope 3 - Upstream Transportation and Distribution (Cat. 4)""]",419000,Metric Tonnes of CO2 equivalent (mtCO2e),Not Specified,Not Specified,"[""Sustainability Data 2025""]",e569e893-5513-4648-9188-213be5e20c12,https://tracenable.com/source-trace?data-request-id-hash=paoAS2o7NbC-&project=ghg-emissions,383dc770-c033-4c15-9d8e-12cb110908f4
INR2EJN1ERAN0W5ZP974,BBG000BPHFS9,MSFT,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),4295907168,Microsoft Corp,United States,Technology,Software - Infrastructure,2025,2024,Categories of Scope 3,Categories,Absolute,"[""Scope 3""]","[""Scope 3 - Downstream Leased Assets (Cat. 13)""]",6000,Metric Tonnes of CO2 equivalent (mtCO2e),Not Specified,Not Specified,"[""Sustainability Data 2025""]",e569e893-5513-4648-9188-213be5e20c12,https://tracenable.com/source-trace?data-request-id-hash=paoAS2o7NbC-&project=ghg-emissions,383dc770-c033-4c15-9d8e-12cb110908f4
INR2EJN1ERAN0W5ZP974,BBG000BPHFS9,MSFT,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),4295907168,Microsoft Corp,United States,Technology,Software - Infrastructure,2025,2024,Categories of Scope 3,Categories,Absolute,"[""Scope 3""]","[""Scope 3 - Business Travel (Cat. 6)""]",260000,Metric Tonnes of CO2 equivalent (mtCO2e),Not Specified,Not Specified,"[""Sustainability Data 2025""]",e569e893-5513-4648-9188-213be5e20c12,https://tracenable.com/source-trace?data-request-id-hash=paoAS2o7NbC-&project=ghg-emissions,383dc770-c033-4c15-9d8e-12cb110908f4
INR2EJN1ERAN0W5ZP974,BBG000BPHFS9,MSFT,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),4295907168,Microsoft Corp,United States,Technology,Software - Infrastructure,2025,2024,Categories of Scope 3,Categories,Absolute,"[""Scope 3""]","[""Scope 3 - Purchased Goods and Services (Cat. 1)""]",5057000,Metric Tonnes of CO2 equivalent (mtCO2e),Not Specified,Not Specified,"[""Sustainability Data 2025""]",e569e893-5513-4648-9188-213be5e20c12,https://tracenable.com/source-trace?data-request-id-hash=paoAS2o7NbC-&project=ghg-emissions,383dc770-c033-4c15-9d8e-12cb110908f4
INR2EJN1ERAN0W5ZP974,BBG000BPHFS9,MSFT,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),4295907168,Microsoft Corp,United States,Technology,Software - Infrastructure,2025,2024,Categories of Scope 3,Categories,Absolute,"[""Scope 3""]","[""Scope 3 - Capital Goods (Cat. 2)""]",6066000,Metric Tonnes of CO2 equivalent (mtCO2e),Not Specified,Not Specified,"[""Sustainability Data 2025""]",e569e893-5513-4648-9188-213be5e20c12,https://tracenable.com/source-trace?data-request-id-hash=paoAS2o7NbC-&project=ghg-emissions,383dc770-c033-4c15-9d8e-12cb110908f4
INR2EJN1ERAN0W5ZP974,BBG000BPHFS9,MSFT,XNGS,NASDAQ/NGS (GLOBAL SELECT MARKET),4295907168,Microsoft Corp,United States,Technology,Software - Infrastructure,2025,2024,Categories of Scope 3,Categories,Absolute,"[""Scope 3""]","[""Scope 3 - End-of-Life Treatment of Sold Products (Cat. 12)""]",3000,Metric Tonnes of CO2 equivalent (mtCO2e),Not Specified,Not Specified,"[""Sustainability Data 2025""]",e569e893-5513-4648-9188-213be5e20c12,https://tracenable.com/source-trace?data-request-id-hash=paoAS2o7NbC-&project=ghg-emissions,383dc770-c033-4c15-9d8e-12cb110908f4
